checkpoint_index,family,seed,system_id,fractional_bleu4,bleu_0_100,empty_count,empty_rate,hyp_tokens,ref_tokens,hyp_ref_token_ratio,brevity_penalty,precision_1,precision_2,precision_3,precision_4,signature
2,matched,202,PT-v1,0.01839717731997939,1.839717731997939,0,0.0,7618,8444,0.9021790620558977,0.8972440245015305,22.15804673142557,3.1962161387415793,0.8363578980590185,0.29840266807091453,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
2,matched,202,TN-PTCOMP-v1,0.07535200905033085,7.535200905033085,0,0.0,7480,8444,0.8858360966366651,0.8790820812916428,31.08288770053476,9.32884924696593,5.307307630262946,3.507825148407987,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
2,matched,202,TN-PURE-v1,0.07834329183278861,7.834329183278861,0,0.0,7131,8444,0.8445049739459971,0.8318312788439126,32.29561071378488,10.49306625577812,5.89844417849205,3.936251920122888,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
6,matched,707,TN-PURE-v1,0.0755020811279375,7.550208112793751,0,0.0,7216,8444,0.8545712932259593,0.843515177572903,30.543237250554323,9.490494296577946,5.6622851365015165,3.9108256187417343,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
7,matched,808,GT-v1,0.07711924850736943,7.711924850736942,0,0.0,7757,8444,0.9186404547607769,0.9152434651711017,28.70955266211164,8.839235525576166,5.22007722007722,3.805279396640384,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
7,matched,808,PT-v1,0.011046598201822166,1.1046598201822166,0,0.0,8440,8444,0.9995262908574135,0.999526178639523,14.087677725118484,1.1027054750609053,0.44705224923162895,0.21482277121374865,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
7,matched,808,TN-PTCOMP-v1,0.06899871760718937,6.899871760718937,0,0.0,7934,8444,0.9396020843202274,0.937742101778902,27.048147214519787,7.678595913890032,4.464822609741431,3.160871735152221,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
7,matched,808,TN-PURE-v1,0.06837589120937708,6.837589120937708,0,0.0,7357,8444,0.8712695405021317,0.8626463685945761,28.63939105613701,8.53186420488386,4.823045267489712,3.349282296650718,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
8,matched,909,GT-v1,0.09557633496153743,9.557633496153743,0,0.0,7598,8444,0.8998105163429654,0.8946299670702007,33.27191366148987,11.59982751185856,6.792273590880304,4.969162995594714,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
8,matched,909,PT-v1,0.012687559530425455,1.2687559530425454,0,0.0,7635,8444,0.9041923259118901,0.8994611676962786,20.039292730844792,1.9016299685444666,0.45647725484023294,0.22759103641456582,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
8,matched,909,TN-PTCOMP-v1,0.08832345906866103,8.832345906866102,0,0.0,7531,8444,0.8918758882046424,0.8858282108926864,32.532200239012084,10.725689404934688,6.256,4.527629233511586,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
8,matched,909,TN-PURE-v1,0.09091900447724002,9.091900447724003,0,0.0,7247,8444,0.8582425390810042,0.8477480525092094,34.27625224230716,12.034514078110808,6.72254819782062,4.770848985725019,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
3,matched,303,GT-v1,0.09669858031394363,9.669858031394362,0,0.0,8182,8444,0.9689720511605874,0.9684857491135244,31.31263749694451,10.76780267868983,6.405797101449275,4.601374021409171,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
3,matched,303,PT-v1,0.011300604126781872,1.1300604126781872,0,0.0,8311,8444,0.9842491710090004,0.9841244781564067,18.986884851401758,1.9035202086049543,0.3414425949637217,0.1408891671884784,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
3,matched,303,TN-PTCOMP-v1,0.0870874736244185,8.70874736244185,0,0.0,8029,8444,0.9508526764566556,0.949625452805958,30.937850292689003,9.935029778018409,5.6905749851807945,4.043876882776686,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
3,matched,303,TN-PURE-v1,0.08955862602094034,8.955862602094033,0,0.0,7749,8444,0.917693036475604,0.9142154692692878,32.13317847464189,10.875070343275183,6.216174423998763,4.239615516649502,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
4,matched,404,GT-v1,0.07192823265353802,7.192823265353803,0,0.0,7291,8444,0.8634533396494553,0.8537301038282796,31.298861610204362,9.458646616541353,5.075719753702779,3.3532041728763042,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
4,matched,404,PT-v1,0.02210090221658026,2.210090221658026,0,0.0,7346,8444,0.8699668403600189,0.8611650486167223,21.73972229784917,3.43027591349739,1.0882110469909316,0.5345622119815668,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
4,matched,404,TN-PTCOMP-v1,0.06378929255879413,6.378929255879414,0,0.0,7228,8444,0.8559924206537186,0.8451555015481689,29.78693967902601,8.167602854106574,4.5072317524386145,2.9594721960414705,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
4,matched,404,TN-PURE-v1,0.0682853612603631,6.82853612603631,0,0.0,6931,8444,0.8208195168166745,0.8038885664262787,31.496176597893523,9.348171701112877,5.23986546291379,3.3746006389776357,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
5,matched,505,GT-v1,0.09047195411752906,9.047195411752906,0,0.0,7629,8444,0.9034817621980105,0.8986791503712956,31.35404378031197,10.875787063537492,6.5374921235034655,4.607568325157674,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
5,matched,505,PT-v1,0.008653662417979392,0.8653662417979392,0,0.0,7867,8444,0.9316674561819043,0.9292807772595301,16.05440447438668,1.3285358427899252,0.3492786636294609,0.1009421265141319,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
5,matched,505,TN-PTCOMP-v1,0.07971863680745896,7.971863680745895,0,0.0,7650,8444,0.9059687351965893,0.9014138086995891,29.607843137254903,9.230988728777286,5.621859296482412,3.9811419591409116,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
5,matched,505,TN-PURE-v1,0.08162068683963794,8.162068683963794,0,0.0,7388,8444,0.8749407863571766,0.8668108532364481,30.563075257173796,9.841410997480361,6.0268588273829025,4.336688014638609,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
6,matched,606,GT-v1,0.08089899257323291,8.08989925732329,0,0.0,8048,8444,0.9531027948839412,0.9519861702241443,30.082007952286283,9.261509383016065,5.187703221992314,3.6081632653061226,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
6,matched,606,PT-v1,0.017346485931525133,1.7346485931525133,0,0.0,8287,8444,0.9814069161534817,0.9812329988301927,19.717630022927477,2.628825529688726,0.7994289793004996,0.23570081709616594,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
6,matched,606,TN-PTCOMP-v1,0.07931823201348691,7.93182320134869,0,0.0,8112,8444,0.9606821411653245,0.9598991792055969,29.055719921104536,8.539686788917146,5.168374816983895,3.6354823073194376,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
6,matched,606,TN-PURE-v1,0.08215917530473071,8.215917530473071,0,0.0,7873,8444,0.932378019895784,0.9300412342635732,30.382319319192177,9.430309734513274,5.522682445759369,3.8487394957983194,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
1,matched,1001,GT-v1,0.08630099915826271,8.630099915826271,0,0.0,7384,8444,0.8744670772145903,0.8662743411084399,32.854821235102925,10.603588907014682,6.276630612913799,4.504669474455228,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
1,matched,1001,PT-v1,0.01479003107555472,1.4790031075554722,0,0.0,7341,8444,0.8693747039317858,0.8604910973711365,21.359487808200516,2.8358208955223883,0.7096880673378445,0.20302694721299372,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
1,matched,1001,TN-PTCOMP-v1,0.08187896061541786,8.187896061541785,0,0.0,7319,8444,0.8667693036475604,0.8575210748505181,31.68465637382156,10.017969451931716,6.012920324664568,4.355077835433654,BLEU|nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.5.1
